,ID_hecho,FECHA,AAAA,MM,DD,VICTIMA,SEXO,EDAD,GRAVEDAD,grupo_etario
307,2018-0021,2018-02-22,2018,2,22,PEATON,FEMENINO,62,Defuncion,+60
308,2018-0022,2018-02-24,2018,2,24,MOTO,MASCULINO,28,Defuncion,18-30
309,2018-0023,2018-02-24,2018,2,24,MOTO,MASCULINO,28,Defuncion,18-30
310,2018-0024,2018-02-28,2018,2,28,PEATON,MASCULINO,70,Defuncion,+60
311,2018-0025,2018-03-04,2018,3,4,PEATON,MASCULINO,70,Defuncion,+60
312,2018-0026,2018-03-09,2018,3,9,MOVIL,MASCULINO,24,Defuncion,18-30
313,2018-0026,2018-03-09,2018,3,9,MOVIL,MASCULINO,30,Defuncion,18-30
314,2018-0027,2018-03-11,2018,3,11,PEATON,FEMENINO,74,Defuncion,+60
315,2018-0028,2018-03-13,2018,3,13,PEATON,MASCULINO,71,Defuncion,+60
316,2018-0029,2018-03-15,2018,3,15,MOTO,MASCULINO,26,Defuncion,18-30
317,2018-0030,2018-03-20,2018,3,20,MOTO,MASCULINO,24,Defuncion,18-30
318,2018-0031,2018-03-28,2018,3,28,MOTO,MASCULINO,31,Defuncion,30-50
319,2018-0032,2018-04-02,2018,4,2,PEATON,MASCULINO,70,Defuncion,+60
320,2018-0033,2018-04-07,2018,4,7,MOTO,FEMENINO,42,Defuncion,30-50
321,2018-0034,2018-04-11,2018,4,11,PEATON,MASCULINO,24,Defuncion,18-30
322,2018-0035,2018-04-12,2018,4,12,PEATON,FEMENINO,39,Defuncion,30-50
323,2018-0036,2018-04-13,2018,4,13,MOTO,MASCULINO,37,Defuncion,30-50
324,2018-0037,2018-04-18,2018,4,18,PEATON,MASCULINO,84,Defuncion,+60
325,2018-0038,2018-04-20,2018,4,20,PEATON,FEMENINO,59,Defuncion,50-60
326,2018-0038,2018-04-20,2018,4,20,PEATON,MASCULINO,61,Defuncion,+60
327,2018-0039,2018-04-21,2018,4,21,PEATON,MASCULINO,37,Defuncion,30-50
328,2018-0040,2018-04-27,2018,4,27,PEATON,FEMENINO,,Defuncion,
329,2018-0041,2018-04-27,2018,4,27,PEATON,FEMENINO,78,Defuncion,+60
330,2018-0042,2018-04-27,2018,4,27,MOTO,MASCULINO,23,Defuncion,18-30
331,2018-0043,2018-04-28,2018,4,28,MOTO,MASCULINO,25,Defuncion,18-30
332,2018-0044,2018-04-28,2018,4,28,PEATON,FEMENINO,50,Defuncion,30-50
333,2018-0045,2018-04-30,2018,4,30,AUTO,MASCULINO,60,Defuncion,50-60
334,2018-0046,2018-05-02,2018,5,2,PEATON,MASCULINO,11,Defuncion,<18
335,2018-0047,2018-05-08,2018,5,8,PEATON,MASCULINO,82,Defuncion,+60
336,2018-0048,2018-05-09,2018,5,9,PEATON,MASCULINO,57,Defuncion,50-60
337,2018-0049,2018-05-11,2018,5,11,PEATON,FEMENINO,40,Defuncion,30-50
338,2018-0050,2018-05-14,2018,5,14,PEATON,FEMENINO,47,Defuncion,30-50
339,2018-0051,2018-05-15,2018,5,15,PEATON,FEMENINO,57,Defuncion,50-60
340,2018-0052,2018-05-18,2018,5,18,PEATON,MASCULINO,78,Defuncion,+60
341,2018-0053,2018-05-20,2018,5,20,MOTO,MASCULINO,43,Defuncion,30-50
342,2018-0054,2018-05-22,2018,5,22,PEATON,FEMENINO,86,Defuncion,+60
343,2018-0055,2018-05-29,2018,5,29,MOTO,MASCULINO,21,Defuncion,18-30
344,2018-0056,2018-06-02,2018,6,2,PEATON,FEMENINO,69,Defuncion,+60
345,2018-0057,2018-06-03,2018,6,3,MOTO,MASCULINO,33,Defuncion,30-50
346,2018-0058,2018-06-03,2018,6,3,MOTO,MASCULINO,26,Defuncion,18-30
347,2018-0059,2018-06-08,2018,6,8,MOTO,MASCULINO,54,Defuncion,50-60
348,2018-0060,2018-06-08,2018,6,8,PEATON,MASCULINO,51,Defuncion,50-60
349,2018-0061,2018-06-10,2018,6,10,MOTO,MASCULINO,51,Defuncion,50-60
350,2018-0062,2018-06-14,2018,6,14,PEATON,MASCULINO,32,Defuncion,30-50
351,2018-0063,2018-06-16,2018,6,16,PEATON,FEMENINO,28,Defuncion,18-30
352,2018-0064,2018-06-25,2018,6,25,AUTO,MASCULINO,30,Defuncion,18-30
353,2018-0065,2018-06-26,2018,6,26,MOTO,MASCULINO,35,Defuncion,30-50
354,2018-0066,2018-06-28,2018,6,28,PEATON,MASCULINO,73,Defuncion,+60
355,2018-0067,2018-06-29,2018,6,29,PASAJEROS,FEMENINO,81,Defuncion,+60
356,2018-0068,2018-07-01,2018,7,1,MOTO,MASCULINO,21,Defuncion,18-30
357,2018-0069,2018-07-04,2018,7,4,BICICLETA,MASCULINO,20,Defuncion,18-30
358,2018-0070,2018-07-07,2018,7,7,MOTO,MASCULINO,33,Defuncion,30-50
359,2018-0071,2018-07-10,2018,7,10,MOTO,MASCULINO,,Defuncion,
360,2018-0072,2018-07-11,2018,7,11,MOTO,MASCULINO,27,Defuncion,18-30
361,2018-0073,2018-07-11,2018,7,11,PEATON,FEMENINO,67,Defuncion,+60
362,2018-0074,2018-07-14,2018,7,14,AUTO,MASCULINO,25,Defuncion,18-30
363,2018-0075,2018-07-15,2018,7,15,PEATON,MASCULINO,23,Defuncion,18-30
364,2018-0076,2018-07-16,2018,7,16,AUTO,MASCULINO,73,Defuncion,+60
365,2018-0077,2018-07-16,2018,7,16,AUTO,MASCULINO,58,Defuncion,50-60
366,2018-0078,2018-07-21,2018,7,21,PEATON,MASCULINO,27,Defuncion,18-30
367,2018-0079,2018-07-23,2018,7,23,PEATON,MASCULINO,,Defuncion,
368,2018-0080,2018-07-25,2018,7,25,PEATON,MASCULINO,26,Defuncion,18-30
369,2018-0081,2018-07-29,2018,7,29,PEATON,MASCULINO,35,Defuncion,30-50
370,2018-0082,2018-08-01,2018,8,1,MOTO,FEMENINO,17,Defuncion,<18
371,2018-0083,2018-08-02,2018,8,2,MOTO,MASCULINO,,Defuncion,
372,2018-0084,2018-08-03,2018,8,3,PEATON,MASCULINO,45,Defuncion,30-50
373,2018-0085,2018-08-03,2018,8,3,MOTO,FEMENINO,22,Defuncion,18-30
374,2018-0085,2018-08-03,2018,8,3,MOTO,MASCULINO,30,Defuncion,18-30
375,2018-0086,2018-08-10,2018,8,10,PEATON,MASCULINO,40,Defuncion,30-50
376,2018-0087,2018-08-15,2018,8,15,PEATON,MASCULINO,75,Defuncion,+60
377,2018-0088,2018-08-17,2018,8,17,MOTO,MASCULINO,,Defuncion,
378,2018-0089,2018-08-17,2018,8,17,PEATON,MASCULINO,80,Defuncion,+60
379,2018-0090,2018-08-18,2018,8,18,MOTO,MASCULINO,27,Defuncion,18-30
380,2018-0091,2018-08-19,2018,8,19,AUTO,FEMENINO,23,Defuncion,18-30
381,2018-0092,2018-08-20,2018,8,20,MOTO,MASCULINO,23,Defuncion,18-30
382,2018-0093,2018-08-20,2018,8,20,PEATON,MASCULINO,24,Defuncion,18-30
383,2018-0094,2018-08-23,2018,8,23,MOTO,MASCULINO,32,Defuncion,30-50
384,2018-0095,2018-08-26,2018,8,26,AUTO,FEMENINO,49,Defuncion,30-50
385,2018-0096,2018-08-31,2018,8,31,PEATON,MASCULINO,39,Defuncion,30-50
386,2018-0097,2018-09-02,2018,9,2,AUTO,FEMENINO,35,Defuncion,30-50
387,2018-0098,2018-09-09,2018,9,9,AUTO,MASCULINO,55,Defuncion,50-60
388,2018-0098,2018-09-09,2018,9,9,AUTO,MASCULINO,54,Defuncion,50-60
389,2018-0099,2018-09-12,2018,9,12,PEATON,MASCULINO,18,Defuncion,<18
390,2018-0100,2018-09-20,2018,9,20,MOTO,FEMENINO,33,Defuncion,30-50
391,2018-0101,2018-09-21,2018,9,21,AUTO,MASCULINO,,Defuncion,
392,2018-0102,2018-09-21,2018,9,21,MOTO,MASCULINO,20,Defuncion,18-30
393,2018-0103,2018-09-27,2018,9,27,PEATON,MASCULINO,1,Defuncion,<18
394,2018-0104,2018-10-01,2018,10,1,MOTO,MASCULINO,22,Defuncion,18-30
395,2018-0105,2018-10-03,2018,10,3,PEATON,FEMENINO,56,Defuncion,50-60
396,2018-0106,2018-10-04,2018,10,4,MOTO,MASCULINO,27,Defuncion,18-30
397,2018-0107,2018-10-06,2018,10,6,PEATON,FEMENINO,62,Defuncion,+60
398,2018-0108,2018-10-09,2018,10,9,MOTO,MASCULINO,37,Defuncion,30-50
399,2018-0109,2018-10-10,2018,10,10,PEATON,MASCULINO,34,Defuncion,30-50
400,2018-0110,2018-10-13,2018,10,13,PEATON,MASCULINO,60,Defuncion,50-60
401,2018-0111,2018-10-19,2018,10,19,MOTO,MASCULINO,28,Defuncion,18-30
402,2018-0112,2018-10-24,2018,10,24,MOTO,FEMENINO,28,Defuncion,18-30
403,2018-0113,2018-10-25,2018,10,25,MOTO,MASCULINO,20,Defuncion,18-30
404,2018-0114,2018-10-30,2018,10,30,MOTO,MASCULINO,23,Defuncion,18-30
405,2018-0115,2018-10-31,2018,10,31,PEATON,MASCULINO,42,Defuncion,30-50
406,2018-0116,2018-11-01,2018,11,1,PEATON,MASCULINO,48,Defuncion,30-50
407,2018-0117,2018-11-04,2018,11,4,MOTO,MASCULINO,30,Defuncion,18-30
408,2018-0118,2018-11-05,2018,11,5,PEATON,FEMENINO,80,Defuncion,+60
409,2018-0119,2018-11-05,2018,11,5,PEATON,FEMENINO,32,Defuncion,30-50
410,2018-0120,2018-11-09,2018,11,9,PEATON,FEMENINO,51,Defuncion,50-60
411,2018-0121,2018-11-09,2018,11,9,PEATON,FEMENINO,72,Defuncion,+60
412,2018-0122,2018-11-12,2018,11,12,AUTO,MASCULINO,33,Defuncion,30-50
413,2018-0123,2018-11-12,2018,11,12,AUTO,MASCULINO,25,Defuncion,18-30
414,2018-0124,2018-11-15,2018,11,15,CARGAS,MASCULINO,44,Defuncion,30-50
415,2018-0125,2018-11-16,2018,11,16,PEATON,MASCULINO,29,Defuncion,18-30
416,2018-0126,2018-11-18,2018,11,18,MOTO,MASCULINO,27,Defuncion,18-30
417,2018-0127,2018-11-19,2018,11,19,MOTO,MASCULINO,29,Defuncion,18-30
418,2018-0128,2018-11-25,2018,11,25,AUTO,MASCULINO,49,Defuncion,30-50
419,2018-0128,2018-11-25,2018,11,25,AUTO,FEMENINO,39,Defuncion,30-50
420,2018-0129,2018-11-28,2018,11,28,MOTO,MASCULINO,37,Defuncion,30-50
421,2018-0130,2018-12-03,2018,12,3,MOTO,MASCULINO,,Defuncion,
422,2018-0131,2018-12-07,2018,12,7,MOTO,MASCULINO,29,Defuncion,18-30
423,2018-0132,2018-12-12,2018,12,12,PEATON,MASCULINO,70,Defuncion,+60
424,2018-0133,2018-12-12,2018,12,12,PEATON,FEMENINO,60,Defuncion,50-60
425,2018-0134,2018-12-12,2018,12,12,PEATON,MASCULINO,56,Defuncion,50-60
426,2018-0135,2018-12-18,2018,12,18,PEATON,MASCULINO,80,Defuncion,+60
427,2018-0136,2018-12-18,2018,12,18,PEATON,FEMENINO,70,Defuncion,+60
428,2018-0137,2018-12-18,2018,12,18,MOTO,MASCULINO,29,Defuncion,18-30
429,2018-0138,2018-12-21,2018,12,21,PASAJEROS,FEMENINO,79,Defuncion,+60
430,2018-0139,2018-12-22,2018,12,22,MOTO,MASCULINO,28,Defuncion,18-30
431,2018-0140,2018-12-22,2018,12,22,AUTO,MASCULINO,78,Defuncion,+60
432,2018-0141,2018-12-22,2018,12,22,PEATON,MASCULINO,75,Defuncion,+60
433,2018-0142,2018-12-25,2018,12,25,CARGAS,MASCULINO,32,Defuncion,30-50
434,2018-0143,2018-12-29,2018,12,29,MOTO,MASCULINO,22,Defuncion,18-30
435,2019-0001,2019-01-08,2019,1,8,MOTO,MASCULINO,25,Defuncion,18-30
436,2019-0002,2019-01-09,2019,1,9,AUTO,MASCULINO,32,Defuncion,30-50
437,2019-0003,2019-01-12,2019,1,12,MOTO,MASCULINO,23,Defuncion,18-30
438,2019-0004,2019-01-14,2019,1,14,AUTO,MASCULINO,71,Defuncion,+60
439,2019-0005,2019-01-19,2019,1,19,MOTO,MASCULINO,43,Defuncion,30-50
440,2019-0006,2019-01-23,2019,1,23,PEATON,FEMENINO,12,Defuncion,<18
441,2019-0007,2019-01-26,2019,1,26,MOTO,MASCULINO,35,Defuncion,30-50
442,2019-0008,2019-01-30,2019,1,30,MOTO,MASCULINO,42,Defuncion,30-50
443,2019-0009,2019-01-31,2019,1,31,MOTO,MASCULINO,34,Defuncion,30-50
444,2019-0010,2019-02-02,2019,2,2,PEATON,MASCULINO,,Defuncion,
445,2019-0010,2019-02-02,2019,2,2,PEATON,MASCULINO,59,Defuncion,50-60
446,2019-0011,2019-02-10,2019,2,10,PEATON,MASCULINO,,Defuncion,
447,2019-0012,2019-02-17,2019,2,17,MOTO,MASCULINO,31,Defuncion,30-50
448,2019-0013,2019-02-20,2019,2,20,PEATON,MASCULINO,39,Defuncion,30-50
449,2019-0014,2019-02-20,2019,2,20,MOTO,MASCULINO,69,Defuncion,+60
450,2019-0015,2019-02-23,2019,2,23,AUTO,MASCULINO,21,Defuncion,18-30
451,2019-0016,2019-02-24,2019,2,24,MOTO,MASCULINO,40,Defuncion,30-50
452,2019-0017,2019-03-03,2019,3,3,AUTO,MASCULINO,22,Defuncion,18-30
453,2019-0018,2019-03-03,2019,3,3,PEATON,FEMENINO,29,Defuncion,18-30
454,2019-0019,2019-03-06,2019,3,6,MOTO,MASCULINO,,Defuncion,
455,2019-0020,2019-03-07,2019,3,7,MOTO,MASCULINO,43,Defuncion,30-50
456,2019-0021,2019-03-15,2019,3,15,MOTO,MASCULINO,23,Defuncion,18-30
457,2019-0022,2019-03-15,2019,3,15,AUTO,MASCULINO,,Defuncion,
458,2019-0023,2019-03-16,2019,3,16,AUTO,MASCULINO,34,Defuncion,30-50
459,2019-0024,2019-03-19,2019,3,19,MOTO,MASCULINO,32,Defuncion,30-50
460,2019-0025,2019-03-22,2019,3,22,PEATON,MASCULINO,27,Defuncion,18-30
461,2019-0026,2019-03-28,2019,3,28,PEATON,MASCULINO,,Defuncion,
462,2019-0027,2019-03-28,2019,3,28,BICICLETA,MASCULINO,37,Defuncion,30-50
463,2019-0028,2019-04-06,2019,4,6,PEATON,FEMENINO,,Defuncion,
464,2019-0029,2019-04-07,2019,4,7,MOTO,MASCULINO,27,Defuncion,18-30
465,2019-0030,2019-04-09,2019,4,9,MOTO,MASCULINO,25,Defuncion,18-30
466,2019-0031,2019-04-12,2019,4,12,BICICLETA,MASCULINO,20,Defuncion,18-30
467,2019-0032,2019-04-16,2019,4,16,PEATON,FEMENINO,83,Defuncion,+60
468,2019-0033,2019-04-18,2019,4,18,MOTO,MASCULINO,25,Defuncion,18-30
469,2019-0034,2019-04-21,2019,4,21,MOTO,MASCULINO,,Defuncion,
470,2019-0035,2019-04-23,2019,4,23,PEATON,FEMENINO,75,Defuncion,+60
471,2019-0036,2019-04-26,2019,4,26,MOTO,MASCULINO,34,Defuncion,30-50
472,2019-0037,2019-05-01,2019,5,1,MOTO,MASCULINO,17,Defuncion,<18
473,2019-0038,2019-05-04,2019,5,4,PEATON,FEMENINO,42,Defuncion,30-50
474,2019-0105,2019-05-05,2019,5,5,PEATON,FEMENINO,82,Defuncion,+60
475,2019-0039,2019-05-09,2019,5,9,MOTO,MASCULINO,28,Defuncion,18-30
476,2019-0040,2019-05-09,2019,5,9,MOTO,MASCULINO,44,Defuncion,30-50
477,2019-0041,2019-05-11,2019,5,11,AUTO,FEMENINO,78,Defuncion,+60
478,2019-0042,2019-05-14,2019,5,14,PEATON,MASCULINO,39,Defuncion,30-50
479,2019-0043,2019-05-21,2019,5,21,BICICLETA,FEMENINO,,Defuncion,
480,2019-0044,2019-05-27,2019,5,27,PEATON,FEMENINO,77,Defuncion,+60
481,2019-0045,2019-06-03,2019,6,3,MOTO,MASCULINO,33,Defuncion,30-50
482,2019-0046,2019-06-04,2019,6,4,MOTO,FEMENINO,26,Defuncion,18-30
483,2019-0047,2019-06-06,2019,6,6,PEATON,MASCULINO,76,Defuncion,+60
484,2019-0048,2019-06-07,2019,6,7,MOTO,MASCULINO,32,Defuncion,30-50
485,2019-0049,2019-06-08,2019,6,8,PEATON,FEMENINO,72,Defuncion,+60
486,2019-0050,2019-06-08,2019,6,8,MOTO,MASCULINO,21,Defuncion,18-30
487,2019-0051,2019-06-11,2019,6,11,MOTO,MASCULINO,41,Defuncion,30-50
488,2019-0053,2019-06-14,2019,6,14,AUTO,MASCULINO,49,Defuncion,30-50
489,2019-0054,2019-06-20,2019,6,20,MOTO,MASCULINO,21,Defuncion,18-30
490,2019-0055,2019-06-20,2019,6,20,MOTO,MASCULINO,47,Defuncion,30-50
491,2019-0056,2019-06-29,2019,6,29,PEATON,FEMENINO,75,Defuncion,+60
492,2019-0057,2019-07-05,2019,7,5,PEATON,FEMENINO,63,Defuncion,+60
493,2019-0058,2019-07-10,2019,7,10,MOTO,MASCULINO,39,Defuncion,30-50
494,2019-0059,2019-07-13,2019,7,13,MOTO,MASCULINO,30,Defuncion,18-30
495,2019-0060,2019-07-17,2019,7,17,PEATON,FEMENINO,78,Defuncion,+60
496,2019-0061,2019-07-17,2019,7,17,PEATON,FEMENINO,58,Defuncion,50-60
497,2019-0062,2019-08-01,2019,8,1,PEATON,FEMENINO,60,Defuncion,50-60
498,2019-0063,2019-08-04,2019,8,4,MOTO,MASCULINO,,Defuncion,
499,2019-0064,2019-08-06,2019,8,6,MOTO,MASCULINO,20,Defuncion,18-30
500,2019-0065,2019-08-08,2019,8,8,PEATON,FEMENINO,55,Defuncion,50-60
501,2019-0066,2019-08-11,2019,8,11,PEATON,MASCULINO,40,Defuncion,30-50
502,2019-0067,2019-08-14,2019,8,14,MOTO,MASCULINO,35,Defuncion,30-50
503,2019-0068,2019-08-14,2019,8,14,MOTO,MASCULINO,53,Defuncion,50-60
504,2019-0069,2019-08-17,2019,8,17,MOTO,MASCULINO,43,Defuncion,30-50
505,2019-0070,2019-08-22,2019,8,22,MOTO,MASCULINO,25,Defuncion,18-30
506,2019-0071,2019-08-27,2019,8,27,PEATON,MASCULINO,,Defuncion,
507,2019-0072,2019-08-28,2019,8,28,AUTO,MASCULINO,22,Defuncion,18-30
508,2019-0073,2019-08-29,2019,8,29,AUTO,MASCULINO,29,Defuncion,18-30
509,2019-0074,2019-08-29,2019,8,29,MOTO,MASCULINO,35,Defuncion,30-50
510,2019-0075,2019-08-30,2019,8,30,MOTO,MASCULINO,31,Defuncion,30-50
511,2019-0076,2019-09-05,2019,9,5,MOTO,FEMENINO,29,Defuncion,18-30
512,2019-0077,2019-09-08,2019,9,8,PEATON,FEMENINO,28,Defuncion,18-30
513,2019-0078,2019-09-12,2019,9,12,PEATON,FEMENINO,72,Defuncion,+60
514,2019-0079,2019-09-17,2019,9,17,MOTO,MASCULINO,57,Defuncion,50-60
515,2019-0080,2019-09-17,2019,9,17,PEATON,MASCULINO,76,Defuncion,+60
516,2019-0081,2019-09-23,2019,9,23,PEATON,MASCULINO,67,Defuncion,+60
517,2019-0082,2019-09-25,2019,9,25,BICICLETA,MASCULINO,47,Defuncion,30-50
518,2019-0083,2019-09-26,2019,9,26,AUTO,MASCULINO,73,Defuncion,+60
519,2019-0084,2019-09-27,2019,9,27,BICICLETA,FEMENINO,40,Defuncion,30-50
520,2019-0085,2019-10-09,2019,10,9,BICICLETA,MASCULINO,20,Defuncion,18-30
521,2019-0086,2019-10-15,2019,10,15,MOTO,MASCULINO,29,Defuncion,18-30
522,2019-0087,2019-10-21,2019,10,21,MOTO,MASCULINO,41,Defuncion,30-50
523,2019-0088,2019-10-22,2019,10,22,PEATON,MASCULINO,27,Defuncion,18-30
524,2019-0089,2019-10-23,2019,10,23,PEATON,FEMENINO,92,Defuncion,+60
525,2019-0090,2019-10-24,2019,10,24,PEATON,MASCULINO,67,Defuncion,+60
526,2019-0091,2019-11-01,2019,11,1,PEATON,MASCULINO,35,Defuncion,30-50
527,2019-0092,2019-11-03,2019,11,3,PEATON,MASCULINO,37,Defuncion,30-50
528,2019-0093,2019-11-13,2019,11,13,BICICLETA,MASCULINO,16,Defuncion,<18
529,2019-0094,2019-11-18,2019,11,18,MOTO,FEMENINO,,Defuncion,
530,2019-0095,2019-11-20,2019,11,20,MOTO,MASCULINO,,Defuncion,
531,2019-0096,2019-11-22,2019,11,22,PEATON,MASCULINO,73,Defuncion,+60
532,2019-0097,2019-11-25,2019,11,25,MOTO,FEMENINO,23,Defuncion,18-30
533,2019-0098,2019-11-25,2019,11,25,PASAJEROS,FEMENINO,61,Defuncion,+60
534,2019-0100,2019-12-05,2019,12,5,MOTO,MASCULINO,38,Defuncion,30-50
535,2019-0101,2019-12-17,2019,12,17,MOTO,MASCULINO,25,Defuncion,18-30
536,2019-0102,2019-12-17,2019,12,17,MOTO,MASCULINO,18,Defuncion,<18
537,2019-0103,2019-12-18,2019,12,18,MOTO,MASCULINO,24,Defuncion,18-30
538,2019-0104,2019-12-21,2019,12,21,MOTO,FEMENINO,23,Defuncion,18-30
539,2020-0001,2020-01-04,2020,1,4,PEATON,FEMENINO,87,Defuncion,+60
540,2020-0002,2020-01-05,2020,1,5,MOTO,MASCULINO,36,Defuncion,30-50
541,2020-0003,2020-01-11,2020,1,11,PEATON,MASCULINO,44,Defuncion,30-50
542,2020-0004,2020-01-14,2020,1,14,PEATON,MASCULINO,82,Defuncion,+60
543,2020-0005,2020-01-14,2020,1,14,MOTO,MASCULINO,25,Defuncion,18-30
544,2020-0006,2020-01-20,2020,1,20,MOTO,MASCULINO,23,Defuncion,18-30
545,2020-0007,2020-01-27,2020,1,27,PEATON,MASCULINO,52,Defuncion,50-60
546,2020-0008,2020-01-30,2020,1,30,MOTO,MASCULINO,49,Defuncion,30-50
547,2020-0009,2020-02-04,2020,2,4,PEATON,MASCULINO,48,Defuncion,30-50
548,2020-0010,2020-02-08,2020,2,8,MOTO,MASCULINO,,Defuncion,
549,2020-0011,2020-02-12,2020,2,12,MOTO,MASCULINO,31,Defuncion,30-50
550,2020-0012,2020-02-18,2020,2,18,PEATON,FEMENINO,66,Defuncion,+60
551,2020-0013,2020-02-20,2020,2,20,PEATON,FEMENINO,58,Defuncion,50-60
552,2020-0014,2020-02-27,2020,2,27,MOTO,MASCULINO,,Defuncion,
553,2020-0015,2020-02-28,2020,2,28,MOTO,MASCULINO,29,Defuncion,18-30
554,2020-0016,2020-02-29,2020,2,29,PEATON,MASCULINO,68,Defuncion,+60
555,2020-0017,2020-03-05,2020,3,5,PEATON,MASCULINO,,Defuncion,
556,2020-0018,2020-03-09,2020,3,9,MOTO,MASCULINO,31,Defuncion,30-50
557,2020-0019,2020-03-10,2020,3,10,PEATON,FEMENINO,80,Defuncion,+60
558,2020-0020,2020-03-13,2020,3,13,PEATON,FEMENINO,74,Defuncion,+60
559,2020-0021,2020-03-14,2020,3,14,PEATON,FEMENINO,87,Defuncion,+60
560,2020-0022,2020-04-07,2020,4,7,AUTO,MASCULINO,44,Defuncion,30-50
561,2020-0023,2020-04-09,2020,4,9,AUTO,MASCULINO,44,Defuncion,30-50
562,2020-0024,2020-04-24,2020,4,24,AUTO,MASCULINO,53,Defuncion,50-60
563,2020-0025,2020-05-12,2020,5,12,PEATON,MASCULINO,,Defuncion,
564,2020-0026,2020-05-17,2020,5,17,MOTO,MASCULINO,28,Defuncion,18-30
565,2020-0027,2020-05-18,2020,5,18,PEATON,MASCULINO,76,Defuncion,+60
566,2020-0028,2020-05-19,2020,5,19,PEATON,MASCULINO,91,Defuncion,+60
567,2020-0029,2020-06-10,2020,6,10,PEATON,MASCULINO,80,Defuncion,+60
568,2020-0030,2020-06-16,2020,6,16,MOTO,MASCULINO,40,Defuncion,30-50
569,2020-0031,2020-06-30,2020,6,30,MOTO,MASCULINO,29,Defuncion,18-30
570,2020-0032,2020-07-10,2020,7,10,MOTO,MASCULINO,21,Defuncion,18-30
571,2020-0033,2020-07-19,2020,7,19,AUTO,MASCULINO,32,Defuncion,30-50
572,2020-0034,2020-08-02,2020,8,2,PEATON,FEMENINO,,Defuncion,
573,2020-0035,2020-08-04,2020,8,4,MOTO,MASCULINO,40,Defuncion,30-50
574,2020-0036,2020-08-07,2020,8,7,PEATON,MASCULINO,72,Defuncion,+60
575,2020-0037,2020-08-29,2020,8,29,PEATON,MASCULINO,38,Defuncion,30-50
576,2020-0038,2020-08-30,2020,8,30,AUTO,MASCULINO,46,Defuncion,30-50
577,2020-0038,2020-08-30,2020,8,30,AUTO,MASCULINO,64,Defuncion,+60
578,2020-0039,2020-09-01,2020,9,1,PEATON,MASCULINO,44,Defuncion,30-50
579,2020-0040,2020-09-12,2020,9,12,AUTO,MASCULINO,,Defuncion,
580,2020-0041,2020-09-28,2020,9,28,MOTO,MASCULINO,34,Defuncion,30-50
581,2020-0042,2020-09-29,2020,9,29,PEATON,FEMENINO,53,Defuncion,50-60
582,2020-0043,2020-09-30,2020,9,30,PEATON,MASCULINO,64,Defuncion,+60
583,2020-0044,2020-10-05,2020,10,5,AUTO,MASCULINO,43,Defuncion,30-50
584,2020-0045,2020-10-19,2020,10,19,AUTO,MASCULINO,50,Defuncion,30-50
585,2020-0046,2020-10-27,2020,10,27,MOTO,MASCULINO,41,Defuncion,30-50
586,2020-0047,2020-10-27,2020,10,27,PEATON,MASCULINO,15,Defuncion,<18
587,2020-0048,2020-10-29,2020,10,29,MOTO,MASCULINO,41,Defuncion,30-50
588,2020-0049,2020-10-30,2020,10,30,PEATON,MASCULINO,36,Defuncion,30-50
589,2020-0050,2020-11-01,2020,11,1,PEATON,FEMENINO,28,Defuncion,18-30
590,2020-0051,2020-11-05,2020,11,5,MOTO,MASCULINO,49,Defuncion,30-50
591,2020-0052,2020-11-07,2020,11,7,BICICLETA,MASCULINO,44,Defuncion,30-50
592,2020-0053,2020-11-09,2020,11,9,AUTO,MASCULINO,27,Defuncion,18-30
593,2020-0054,2020-11-19,2020,11,19,BICICLETA,MASCULINO,59,Defuncion,50-60
594,2020-0055,2020-11-19,2020,11,19,PEATON,MASCULINO,91,Defuncion,+60
595,2020-0056,2020-11-21,2020,11,21,MOTO,FEMENINO,34,Defuncion,30-50
596,2020-0057,2020-11-23,2020,11,23,PEATON,MASCULINO,84,Defuncion,+60
597,2020-0058,2020-11-24,2020,11,24,PEATON,MASCULINO,57,Defuncion,50-60
598,2020-0059,2020-12-01,2020,12,1,PEATON,FEMENINO,49,Defuncion,30-50
599,2020-0060,2020-12-03,2020,12,3,PEATON,FEMENINO,69,Defuncion,+60
600,2020-0061,2020-12-03,2020,12,3,MOTO,MASCULINO,45,Defuncion,30-50
601,2020-0062,2020-12-04,2020,12,4,BICICLETA,MASCULINO,47,Defuncion,30-50
602,2020-0063,2020-12-05,2020,12,5,PEATON,MASCULINO,38,Defuncion,30-50
603,2020-0063,2020-12-05,2020,12,5,MOTO,MASCULINO,21,Defuncion,18-30
604,2020-0065,2020-12-05,2020,12,5,MOTO,MASCULINO,24,Defuncion,18-30
605,2020-0066,2020-12-07,2020,12,7,MOTO,MASCULINO,27,Defuncion,18-30
606,2020-0067,2020-12-11,2020,12,11,PEATON,MASCULINO,51,Defuncion,50-60
607,2020-0068,2020-12-12,2020,12,12,MOTO,MASCULINO,71,Defuncion,+60
608,2020-0069,2020-12-15,2020,12,15,MOTO,MASCULINO,25,Defuncion,18-30
609,2020-0070,2020-12-17,2020,12,17,PEATON,FEMENINO,81,Defuncion,+60
610,2020-0071,2020-12-17,2020,12,17,PEATON,MASCULINO,4,Defuncion,<18
611,2020-0072,2020-12-19,2020,12,19,BICICLETA,MASCULINO,42,Defuncion,30-50
612,2020-0073,2020-12-20,2020,12,20,MOTO,MASCULINO,56,Defuncion,50-60
